"Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year"
"Médoc 2013","France","Médoc","Château Saint-Aubin",3.4,202,14.75,"2013"
"Médoc 2014","France","Médoc","Château du Perier",3.4,64,13.76,"2014"
"Médoc 2014","France","Médoc","Château Leboscq",3.6,346,14.38,"2014"
"Médoc 2014","France","Médoc","Château Les Grands Chênes",3.6,304,22.22,"2014"
"Médoc 2014","France","Médoc","Château Lestage Chevillon",3.5,57,10.15,"2014"
"Médoc 2014","France","Médoc","Château Patache d'Aux",3.7,588,21.88,"2014"
"Médoc 2014","France","Médoc","Château Potensac",3.7,307,27.25,"2014"
"Médoc 2014","France","Médoc","Château Saint-Aubin",3.7,268,14.52,"2014"
"Médoc 2014","France","Médoc","Clos Manou",3.9,163,24.9,"2014"
"Médoc 2015","France","Médoc","Château Clos du Moulin",3.7,154,13.8,"2015"
"Médoc 2015","France","Médoc","Château Haut-Maurac",3.7,267,24.8,"2015"
"Médoc 2015","France","Médoc","Château La Cardonne",3.9,208,21.5,"2015"
"Médoc 2015","France","Médoc","Château La Raze Beauvallet",3.7,93,12.99,"2015"
"Médoc 2015","France","Médoc","Château Leboscq",3.5,89,13.9,"2015"
"Médoc 2015","France","Médoc","Château Lousteauneuf",3.4,52,19.8,"2015"
"Médoc 2015","France","Médoc","Château Poitevin",3.6,287,14.7,"2015"
"Médoc 2015","France","Médoc","Château Potensac",3.8,288,32.12,"2015"
"Médoc 2015","France","Médoc","Château Saint-Aubin",3.7,413,15.05,"2015"
"Médoc 2015","France","Médoc","Clos Manou",3.9,158,27.9,"2015"
"Médoc 2016","France","Médoc","Château Bourbon La Chapelle",3.6,806,10.9,"2016"
"Médoc 2016","France","Médoc","Château Castera",3.9,38,15.69,"2016"
"Médoc 2016","France","Médoc","Château Clos du Moulin",3.9,30,13.9,"2016"
"Médoc 2016","France","Médoc","Château d'Escurac",3.7,54,16.5,"2016"
"Médoc 2016","France","Médoc","Château La Gorce",3.7,188,12,"2016"
"Médoc 2016","France","Médoc","Château Lousteauneuf",3.6,57,19.9,"2016"
"Médoc 2016","France","Médoc","Château Potensac",3.8,167,28.95,"2016"
"Médoc 2016","France","Médoc","Château Saint-Aubin",3.7,351,14.54,"2016"
"Médoc 2016","France","Médoc","Clos Manou",4,94,24.9,"2016"
"Médoc 2017","France","Médoc","Château Bellegrave",3.9,262,12.52,"2017"
"Meifort 2017","South Africa","Constantia","Buitenverwachting",3.9,145,8.9,"2017"
"Meio Queijo Douro Tinto 2018","Portugal","Douro","Churchill's",3.7,252,8.31,"2018"
"Meisterstück 2015","Germany","Pfalz","Emil Bauer & Söhne",4.1,35,16.95,"2015"
"Melck's Blended Red 2015","South Africa","Stellenbosch","Muratie",3.7,138,9.05,"2015"
"Melisseo Superiore Cirò Rosso 2016","Italy","Cirò","Cantine de Luca",3.6,46,7.6,"2016"
"Melodias Cabernet Sauvignon 2018","Argentina","Mendoza","Trapiche",2.9,47,5.95,"2018"
"Melodias Malbec 2019","Argentina","Mendoza","Trapiche",3.6,383,5.95,"2019"
"Melodias Winemaker Selection Malbec 2018","Argentina","Mendoza","Trapiche",3.5,51,7.45,"2018"
"Memini Irpinia Aglianico 2012","Italy","Irpinia","Guastaferro",3.7,62,19.9,"2012"
"Memorious Pinot Noir 2015","United States","Sta. Rita Hills","Domaine de la Côte",4.2,114,54,"2015"
"Memorious Pinot Noir 2016","United States","Sta. Rita Hills","Domaine de la Côte",4,125,54,"2016"
"Mencia 2011","Spain","Ribeira Sacra","Algueira",3.8,43,13.35,"2011"
"Mencia 2014","Spain","Valdeorras","A Portela",3.6,134,11.9,"2014"
"Mencia 2015","Spain","Valdeorras","Viña Costeira",3.2,104,8.28,"2015"
"Mencía 2016","Spain","Bierzo","Pittacum",3.8,482,12.9,"2016"
"Mencia 2017","Spain","Bierzo","Cuatro Pasos",3.5,212,5.99,"2017"
"Mencía Crianza 2011","Spain","Bierzo","Armas de Guerra",3.6,54,9.95,"2011"
"Mentor Cabernet 2013","Australia","Barossa","Peter Lehmann",3.9,109,32.69,"2013"
"Mercurey 1er Cru 'Clos du Roy' 2017","France","Mercurey 1er Cru 'Le Clos du Roy'","Jean-Pierre Charton",4.1,28,29.9,"2017"
"Mercurey 1er Cru 'Clos du Roy' Rouge 2017","France","Mercurey 1er Cru 'Le Clos du Roy'","Domaine Chanzy",4.1,88,31.1,"2017"
"Mercurey 1er Cru 'Le Clos L'Évêque' 2017","France","Mercurey 1er Cru 'Le Clos L'Evêque'","Domaine de Suremain",4,29,31.19,"2017"
"Mercurey 1er Cru Clos du Roy 2017","France","Mercurey","Faiveley",4,139,33.9,"2017"
"Mercurey 2016","France","Mercurey","Château de Chamirey",4,505,31.96,"2016"
"Mercurey 2017","France","Mercurey","Château de Chamirey",4,374,39.36,"2017"
"Mercury Head Cabernet Sauvignon 2017","United States","Napa Valley","Orin Swift",4.6,206,170.59,"2017"
"Merdinger Bühl Spätburgunder 2015","Germany","Baden","Heger",3.8,299,11.37,"2015"
"Meredith Estate Pinot Noir 2017","United States","Russian River Valley","Merry Edwards",4.1,25,112.16,"2017"
"Méria Maremma Toscana 2014","Italy","Maremma Toscana","Serpaia di Endrizzi",4,50,17.4,"2014"
"Meridio 2016","Switzerland","Ticino","Kopp von der Crone Visini",4,29,29.8,"2016"
"Merindol Syrah 2014","South Africa","Stellenbosch","Simonsig",3.9,135,24.27,"2014"
"Merlot - Cabernet 2014","United States","Columbia Valley","Two Vines",3.5,495,8.39,"2014"
"Merlot - Cabernet 2015","New Zealand","Hawke's Bay","Babich",3.5,45,11.6,"2015"
"Merlot - Cabernet Sauvignon - Petit Verdot 2014","South Africa","Walker Bay","Creation",3.9,102,12.48,"2014"
"Merlot - Cabernet Sauvignon Buzet 2015","France","Buzet","Lionel Osmin & Cie",3.4,67,8.9,"2015"
"Merlot - Cabernet Sauvignon Buzet 2017","France","Buzet","Lionel Osmin & Cie",4.2,28,8.9,"2017"
"Merlot - Corvina 2016","Italy","Veneto","Corte Giara",3.4,153,6.45,"2016"
"Merlot - Corvina 2018","Italy","Veneto","Corte Giara",3.4,120,6.44,"2018"
"Merlot - Petit Verdot Penedès 3055 2017","Spain","Penedès","Jean Leon",3.8,703,13.36,"2017"
"Merlot - Petit Verdot Penedès 3055 2018","Spain","Penedès","Jean Leon",3.8,283,13.37,"2018"
"Merlot - Raboso delle Venezie Cuvée 2018","Italy","delle Venezie","Cielo e Terra",3.2,44,5.82,"2018"
"Merlot - Shiraz 2016","South Africa","Citrusdal Mountain","Cederberg",3.7,340,14.27,"2016"
"Merlot - Shiraz 2017","South Africa","Citrusdal Mountain","Cederberg",3.9,365,12.9,"2017"
"Merlot - Shiraz 2018","South Africa","Citrusdal Mountain","Cederberg",3.9,53,13.15,"2018"
"Merlot - Syrah 2018","France","Côtes de Gascogne","Domaine du Mage",3.5,31,5.95,"2018"
"Merlot (Carménère - Syrah) 2016","Chile","Rapel Valley","Trio",3.7,1570,11.47,"2016"
"Merlot (Carménère - Syrah) 2018","Chile","Rapel Valley","Trio",3.5,609,9.5,"2018"
"Merlot (Grande Vindima) 2008","Brazil","Encruzilhada do Sul","Lidio Carraro",3.9,902,45.77,"2008"
"Merlot (Jan Fiskaal) 2016","South Africa","Coastal Region","MAN",3.5,139,7.19,"2016"
"Merlot (Jan Fiskaal) 2017","South Africa","Coastal Region","MAN",3.4,3050,5.74,"2017"
"Merlot (Me) 2013","United States","Columbia Valley","Substance",4,75,73.68,"2013"
"Merlot (Reserva) 2018","Chile","Central Valley","Casillero del Diablo",3.6,4152,7.89,"2018"
"Merlot (Select Terroir Reserva) 2017","Chile","Cachapoal Valley","Santa Ema",3.5,263,7.66,"2017"
"Merlot (Selezione) 2017","Italy","Südtirol - Alto Adige","Elena Walch",3.7,45,14.72,"2017"
"Merlot 2011","Italy","Colli Orientali del Friuli","La Tunella",3.5,37,16.56,"2011"
"Merlot 2011","South Africa","Franschhoek","Anthonij Rupert",3.9,60,59.95,"2011"
"Merlot 2013","Argentina","Mendoza","Mariflor",3.9,201,27.29,"2013"
"Merlot 2013","Spain","Somontano","Enate",4,184,35.69,"2013"
"Merlot 2013","United States","Wahluke Slope","Seven Falls",3.9,281,14.95,"2013"
"Merlot 2014","United States","California","Woodhaven",3.7,117,8.41,"2014"
"Merlot 2014","United States","Napa Valley","Twomey",3.9,170,85.05,"2014"
"Merlot 2014","United States","Washington","Stimson Estate Cellars",3.4,30,9.56,"2014"
"Merlot 2015","Chile","Casablanca Valley","Veramonte",3.5,736,9.46,"2015"
"Merlot 2015","Chile","Colchagua Valley","Montes Alpha",3.8,837,16.09,"2015"
"Merlot 2015","France","Pays d'Oc","Domaines Astruc",3.2,44,5.95,"2015"
"Merlot 2015","Italy","Südtirol - Alto Adige","Alois Lageder",3.7,113,17.79,"2015"
"Merlot 2015","South Africa","Stellenbosch","Drostdy-Hof",3.3,25,6.4,"2015"
"Merlot 2015","South Africa","Stellenbosch","Meerlust",4.1,773,19.9,"2015"
"Merlot 2015","South Africa","Stellenbosch","Morgenster Estate",3.7,45,12.62,"2015"
"Merlot 2015","South Africa","Stellenbosch","Thelema",3.8,221,18.95,"2015"
"Merlot 2015","United States","California","Hacienda",3.3,26,7.95,"2015"
"Merlot 2015","United States","Columbia Valley","Columbia Winery",3.7,218,15.77,"2015"
"Merlot 2015","United States","Washington","Stimson Estate Cellars",3.6,109,8.29,"2015"
"Merlot 2016","Chile","Central Valley","CyT",3.5,39,16.32,"2016"
"Merlot 2016","Chile","Colchagua Valley","Montes Alpha",4,439,13.49,"2016"
"Merlot 2016","Chile","Colchagua Valley","Ravanal",3.4,167,6.95,"2016"
"Merlot 2016","Chile","Peumo","Marques de Casa Concha",3.9,931,14.5,"2016"
"Merlot 2016","France","Pays d'Oc","Paul Mas",3.4,186,5.31,"2016"
"Merlot 2016","Israel","Galilee","Yarden",4.1,376,24.9,"2016"
"Merlot 2016","Italy","Friuli Aquileia","Ca' Bolani",3.7,62,8.5,"2016"
"Merlot 2016","Italy","Friuli-Venezia Giulia","Attems",3.6,71,10.66,"2016"
"Merlot 2016","Italy","Sicilia","Stemmari",3.5,43,4.73,"2016"
"Merlot 2016","Italy","Südtirol - Alto Adige","Alois Lageder",3.6,54,11.9,"2016"
"Merlot 2016","Italy","Südtirol - Alto Adige","Franz Haas",3.9,46,25.9,"2016"
"Merlot 2016","Italy","Südtirol - Alto Adige","Tramin",3.7,65,8.6,"2016"
"Merlot 2016","Italy","Terre Siciliane","Cusumano",3.5,494,7.5,"2016"
"Merlot 2016","Italy","Terre Siciliane","Feudi Branciforti dei Bordonaro",3.4,27,6.9,"2016"
"Merlot 2016","South Africa","Stellenbosch","Meerlust",4.1,234,20.17,"2016"
"Merlot 2016","South Africa","Western Cape","Fleur du Cap",3.6,151,9.9,"2016"
"Merlot 2016","United States","California","Bogle",3.6,2660,14.36,"2016"
"Merlot 2016","United States","California","Geyser Peak",3.7,302,10.9,"2016"
"Merlot 2016","United States","California","Gnarly Head",3.6,237,12.25,"2016"
"Merlot 2016","United States","California","Spellbound",3.9,140,14.49,"2016"
"Merlot 2016","United States","Columbia Valley","14 Hands",3.8,876,13.5,"2016"
"Merlot 2016","United States","Columbia Valley","Columbia Winery",3.7,1132,14.84,"2016"
"Merlot 2017","Argentina","Tupungato","Domaine Bousquet",3.3,63,6.62,"2017"
"Merlot 2017","Australia","South Australia","Oxford Landing",3.3,269,8.78,"2017"
"Merlot 2017","Australia","South Australia","Rawson's Retreat",3.5,623,7.9,"2017"
"Merlot 2017","Chile","Casablanca Valley","Veramonte",3.5,94,8.72,"2017"
"Merlot 2017","Chile","Colchagua Valley","Montes Alpha",3.9,389,13.5,"2017"
"Merlot 2017","France","Pays d'Oc","La Chevalière",3.3,50,9.23,"2017"
"Merlot 2017","France","Vin de France","Maison de La Villette",3.9,45,6.33,"2017"
"Merlot 2017","Israel","Galilee","Gamla",3.9,124,15.05,"2017"
"Merlot 2017","Italy","Friuli-Venezia Giulia","Antonutti",3.9,29,6.24,"2017"
"Merlot 2017","South Africa","Durbanville","De Grendel",4,513,17.29,"2017"
"Merlot 2017","South Africa","Paarl","Backsberg",3.6,244,10.25,"2017"
"Merlot 2017","South Africa","Paarl","Niel Joubert",3.5,53,5.74,"2017"
"Merlot 2017","South Africa","Stellenbosch","Delheim",3.5,42,13.9,"2017"
"Merlot 2017","South Africa","Stellenbosch","Lanzerac",3.9,213,12.5,"2017"
"Merlot 2017","South Africa","Stellenbosch","Zonnebloem",3.8,134,8.29,"2017"
"Merlot 2017","United States","California","Canyon Road",3.5,201,5.72,"2017"
"Merlot 2017","United States","California","Dark Horse",3.7,808,6.63,"2017"
"Merlot 2017","United States","California","Gnarly Head",3.7,198,12.1,"2017"
"Merlot 2017","United States","California","Redwood Creek",3.6,275,7.65,"2017"
"Merlot 2017","United States","Washington","Two Vines",3.3,84,8.4,"2017"
"Merlot 2018","Australia","South Australia","Rawson's Retreat",3.3,83,7.95,"2018"
"Merlot 2018","Chile","Central Valley","Carmen",3.7,37,6.75,"2018"
"Merlot 2018","Chile","Central Valley","de Gras",3.2,46,5.33,"2018"
"Merlot 2018","Chile","Central Valley","Valdivieso",3.2,352,7.6,"2018"
"Merlot 2018","France","Aude","Yvon Mau",3.5,74,5.68,"2018"
"Merlot 2018","France","Pays d'Oc","Baron Philippe de Rothschild",3.4,218,8.78,"2018"
"Merlot 2018","France","Pays d'Oc","Domaines Astruc",3.1,61,5.95,"2018"
"Merlot 2018","France","Pays d'Oc","La Forge Estate",3.7,34,7.27,"2018"
"Merlot 2018","France","Pays d'Oc","Les Jamelles",3.6,101,5.36,"2018"
"Merlot 2018","France","Pays d'Oc","Paul Mas",3.7,211,5.5,"2018"
"Merlot 2018","Italy","delle Venezie","Casa Lunardi",3.7,165,5.95,"2018"
"Merlot 2018","Italy","Südtirol - Alto Adige","Tramin",3.6,42,9.4,"2018"
"Merlot 2018","Italy","Terre Siciliane","Cusumano",3.4,102,7.9,"2018"
"Merlot 2018","Italy","Veneto","Castelforte",4,32,5.9,"2018"
"Merlot 2018","South Africa","Paarl","Backsberg",3.7,72,12.25,"2018"
"Merlot 2018","South Africa","Stellenbosch","Welmoed",2.9,175,8.32,"2018"
"Merlot 2018","South Africa","Swartland","Leopard’s Leap",3.3,118,7.75,"2018"
"Merlot 2018","United States","California","Canyon Road",3.6,188,6.21,"2018"
"Merlot 2018","United States","California","Gallo Family Vineyards",3.7,685,6.05,"2018"
"Merlot 2019","Australia","South Eastern Australia","Yellow Tail",3.6,379,6.21,"2019"
"Merlot 2019","Chile","Central Valley","Antares",3.2,50,5.33,"2019"
"Merlot 2019","South Africa","Robertson","Arabella",3.7,227,5.95,"2019"
"Merlot 2019","South Africa","Western Cape","Golden Kaan",3.2,28,5.79,"2019"
"Merlot 2019","South Africa","Western Cape","Stellar Organics",3.3,29,8.15,"2019"
"Merlot dal Pic 2013","Italy","Collio","Collavini",4.1,37,36,"2013"
"Merlot de Purcari 2017","Moldova","South Eastern","Château Purcari",4,521,12.98,"2017"
"Merlot delle Venezie 2018","Italy","delle Venezie","Bolla",3.6,54,5.99,"2018"
"Merlot Dolomiti 2018","Italy","Vigneti delle Dolomiti","Terre del Noce",3.6,84,5.2,"2018"
"Merlot Friuli Aquileia 2018","Italy","Friuli Aquileia","Zonin",3,68,6.75,"2018"
"Merlot Les Grands Arbres 2018","France","Vin de France","Badet Clement",3.3,210,6.73,"2018"
"Merlot Penedès Vinya Palau 2014","Spain","Penedès","Jean Leon",3.7,77,25.5,"2014"
"Merlot Private Reserve 2010","Chile","Maule Valley","Aromo",3.1,33,12.19,"2010"
"Merlot Reserva 2008","Brazil","Vale dos Vinhedos","Pizzato",3.2,103,15.9,"2008"
"Merlot Reserva 2017","Chile","Casablanca Valley","Veramonte",3.5,37,8.5,"2017"
"Merlot Reserve 2013","South Africa","Stellenbosch","Thelema",4.2,60,32.5,"2013"
"Merlot Reserve 2017","Austria","Burgenland","Salzl Seewinkelhof",4,28,17.5,"2017"
"Merlot Riserva 2015","Italy","Südtirol - Alto Adige","Castel Sallegg",3.7,36,20.9,"2015"
"Merlot Riserva Siebeneich 2017","Italy","Südtirol - Alto Adige","Terlan (Terlano)",4.1,76,19.85,"2017"
"Merlot Selección 2016","Spain","Extremadura","Coloma",4,108,11.95,"2016"
"Merlot Sicilia 2018","Italy","Terre Siciliane","Settesoli",3.1,40,5.79,"2018"
"Merlot Veneto 2016","Italy","Veneto","Santa Margherita",3.5,287,6.96,"2016"
"Merlot Veneto 2018","Italy","Veneto","Santa Margherita",3.6,30,8.29,"2018"
"Merlot Veneto 2018","Italy","Veneto","Vivolo di Sasso",3.3,30,5.29,"2018"
"Meruge Tinto 2016","Portugal","Douro","Lavradores de Feitoria",4.2,195,23.4,"2016"
"Mervisano Barbera d'Alba 2013","Italy","Barbera d'Alba","Orlando Abrigo",3.9,52,20.75,"2013"
"Meshach 2012","Australia","Barossa Valley","Grant Burge",4.3,160,115.61,"2012"
"Message in a Bottle Rosso 2018","Italy","Toscana","Tenuta Il Palagio",3.7,126,14.55,"2018"
"Messiio Maremma Toscana 2015","Italy","Maremma Toscana","Fertuna",4.1,125,21.24,"2015"
"Messorio 2016","Italy","Toscana","Le Macchiole",4.4,38,193.03,"2016"
"Méthode Ancienne Cabernet Sauvignon 2008","South Africa","Robertson","Springfield Estate",4.3,172,44.85,"2008"
"Méthode Ancienne Cabernet Sauvignon 2009","South Africa","Robertson","Springfield Estate",4.4,194,32,"2009"
"Méthode Ancienne Cabernet Sauvignon 2013","South Africa","Robertson","Springfield Estate",4.2,159,39.95,"2013"
"Metoxi X Chromitsa Red 2011","Greece","Agio Oros","Tsantali",3.5,78,12.25,"2011"
"Mi Pueblo Cabernet Sauvignon 2018","Chile","Central Valley","Viña Maipo",3.2,161,7.32,"2018"
"Mi Pueblo Cabernet Sauvignon 2019","Chile","Central Valley","Viña Maipo",3.3,139,6.5,"2019"
"Mi Pueblo Carmenère 2018","Chile","Central Valley","Viña Maipo",3.6,44,6.5,"2018"
"Mi Pueblo Syrah 2015","Chile","Central Valley","Viña Maipo",3.3,40,6.5,"2015"
"Miamba Shiraz 2016","Australia","Barossa","Grant Burge",3.7,480,17.45,"2016"
"Micina Nerello Mascalese 2018","Italy","Terre Siciliane","Cellaro",3.9,410,8.49,"2018"
"Milbrandt Syrah 2017","United States","Wahluke Slope","K Vintners",3.9,64,46.31,"2017"
"Mille 1 Garda Rosso 2017","Italy","Garda","Pratello",3.8,210,14.9,"2017"
"Mille 1 Rebo 2015","Italy","Benaco Bresciano","Pratello",3.7,946,14.95,"2015"
"Mille E Una Notte 2016","Italy","Contessa Entellina","Donnafugata",4.4,464,44.5,"2016"
"Millenium Reserva 1996","Spain","Ribera del Duero","Tinto Pesquera",4.4,84,389.43,"1996"
"Millenium Reserva 2004","Spain","Ribera del Duero","Tinto Pesquera",4,53,160.84,"2004"
"Millenium Reserva 2009","Spain","Ribera del Duero","Tinto Pesquera",4.5,116,82.86,"2009"
"Millennio Chianti Classico Gran Selezione 2009","Italy","Chianti Classico","Cacchiano",4.1,71,29.89,"2009"
"Millennium 2017","South Africa","Franschhoek","La Motte Wine Estate",3.5,194,12.49,"2017"
"Millepassi Bolgheri Superiore 2016","Italy","Bolgheri Superiore","Donna Olimpia",4.3,77,46.79,"2016"
"Mimus Spätburgunder Trocken 2016","Germany","Baden","Dr. Heger",3.9,40,26.61,"2016"
"Minervois (Syrah - Carignan) 2017","France","Minervois","Gérard Bertrand",3.8,228,9.99,"2017"
"Mirinè Nebbiolo d'Alba 2016","Italy","Nebbiolo d'Alba","Paolo Manzone",3.9,92,19.4,"2016"
"Mirto 2012","Spain","Rioja","Ramón Bilbao",4.2,637,42.5,"2012"
"Mirto 2014","Spain","Rioja","Ramón Bilbao",4.3,243,37.3,"2014"
"Mistik Criança 2013","Spain","Priorat","Rotllan Torra",3.7,171,11.47,"2013"
"MMM Macho Man 2017","Spain","Jumilla","Casa Rojo",4,2263,19.45,"2017"
"Mo Montepulciano d'Abruzzo Riserva 2015","Italy","Montepulciano d'Abruzzo","Cantina Tollo",3.8,55,9.9,"2015"
"Modello delle Venezie Rosso 2018","Italy","delle Venezie","Masi",3.4,53,6.2,"2018"
"Modri Pinot 2012","Slovenia","Štajerska","Dveri Pax",3.9,65,14.5,"2012"
"Modus Toscana 2013","Italy","Toscana","Ruffino",3.8,2104,37.79,"2013"
"Moganazzi 2017","Italy","Etna","Tenuta delle Terre Nere",4,47,37.45,"2017"
"Moi Primitivo Puglia 2017","Italy","Puglia","Varvaglione",3.7,828,5.9,"2017"
"Moi Primitivo Puglia 2018","Italy","Puglia","Varvaglione",3.5,76,5.9,"2018"
"Moli Cabernet Sauvignon 2015","Spain","Costers del Segre","Raimat",3.7,250,10,"2015"
"Molino a Vento Nerello Mascalese 2018","Italy","Terre Siciliane","Tenute Orestiadi",3.7,222,6.32,"2018"
"Momi Maremma Toscana 2017","Italy","Maremma Toscana","Tenute Guicciardini Strozzi",3.7,87,12.99,"2017"
"Mompertone Monferrato 2014","Italy","Monferrato","Prunotto",3.7,744,12.65,"2014"
"Mompertone Monferrato 2015","Italy","Monferrato","Prunotto",3.7,373,13.99,"2015"
"Mon Adour Madiran 2016","France","Madiran","Lionel Osmin & Cie",3.6,30,11.65,"2016"
"Mon Plaisir Côtes de Provence Rouge 2015","France","Côtes de Provence","Château des Ferrages",3.6,45,12.57,"2015"
"Monastère de Saint-Mont Rouge 2016","France","Saint-Mont","Plaimont",3.7,46,23.5,"2016"
"Monastrell - Cabernet Sauvignon 2016","Spain","Yecla","Alma de Casa",3.5,27,5.75,"2016"
"Monastrell 2016","Spain","Jumilla","Intruso",3.6,217,7.66,"2016"
"Monastrell By El Sequé 2016","Spain","Alicante","El Sequé",3.8,527,24.5,"2016"
"Moncagua Malbec 2017","Argentina","Mendoza","Belasco de Baquedano",3.7,122,8.83,"2017"
"Moncerbal Bierzo (Corullón) 2016","Spain","Bierzo","Descendientes de J. Palacios",4.4,26,89.95,"2016"
"Monopole 'Clos des Langres' Rouge 2014","France","Côte de Nuits Villages","Ardhuy",4.2,124,35.5,"2014"
"Monsordo Rosso 2017","Italy","Langhe","Ceretto",3.7,25,23.29,"2017"
"Mont du Toit 2007","South Africa","Wellington","Mont du Toit",4.1,119,54,"2007"
"Mont Ferrutx 2016","Spain","Plà i Llevant","Miquel Oliver",3.2,29,9.99,"2016"
"Montado Alentejo Tinto 2018","Portugal","Alentejo","José Maria da Fonseca",3.6,462,5.99,"2018"
"Montagne Saint-Émilion 2016","France","Montagne-Saint-Émilion","Vieux Château Palon",4,147,27.29,"2016"
